site,date,latitude,longitude,SST
Fisherman Bay,03/24/14,48.525,-122.925,7.19
Fisherman Bay,03/25/14,48.525,-122.925,7.4
Fisherman Bay,03/26/14,48.525,-122.925,7.4
Fisherman Bay,03/27/14,48.525,-122.925,7.62
Fisherman Bay,03/28/14,48.525,-122.925,7.98
Fisherman Bay,03/29/14,48.525,-122.925,7.93
Fisherman Bay,03/30/14,48.525,-122.925,8.05
Fisherman Bay,03/31/14,48.525,-122.925,7.83
Fisherman Bay,04/01/14,48.525,-122.925,8.13
Fisherman Bay,04/02/14,48.525,-122.925,7.92
Fisherman Bay,04/03/14,48.525,-122.925,8.09
Fisherman Bay,04/04/14,48.525,-122.925,8.12
Fisherman Bay,04/05/14,48.525,-122.925,8.24
Fisherman Bay,04/06/14,48.525,-122.925,8.16
Fisherman Bay,04/07/14,48.525,-122.925,8.11
Fisherman Bay,04/08/14,48.525,-122.925,8.5
Fisherman Bay,04/09/14,48.525,-122.925,8.26
Fisherman Bay,04/10/14,48.525,-122.925,8.23
Fisherman Bay,04/11/14,48.525,-122.925,8.33
Fisherman Bay,04/12/14,48.525,-122.925,8.4
Fisherman Bay,04/13/14,48.525,-122.925,8.4
Fisherman Bay,04/14/14,48.525,-122.925,8.5
Fisherman Bay,04/15/14,48.525,-122.925,8.58
Fisherman Bay,04/16/14,48.525,-122.925,8.76
Fisherman Bay,04/17/14,48.525,-122.925,8.78
Fisherman Bay,04/18/14,48.525,-122.925,8.56
Fisherman Bay,04/19/14,48.525,-122.925,8.65
Fisherman Bay,04/20/14,48.525,-122.925,8.02
Fisherman Bay,04/21/14,48.525,-122.925,8.68
Fisherman Bay,04/22/14,48.525,-122.925,8.7
Fisherman Bay,04/23/14,48.525,-122.925,8.48
Fisherman Bay,04/24/14,48.525,-122.925,8.53
Fisherman Bay,04/25/14,48.525,-122.925,8.76
Fisherman Bay,04/26/14,48.525,-122.925,8.5
Fisherman Bay,04/27/14,48.525,-122.925,8.83
Fisherman Bay,04/28/14,48.525,-122.925,8.57
Fisherman Bay,04/29/14,48.525,-122.925,8.62
Fisherman Bay,04/30/14,48.525,-122.925,7.4
Fisherman Bay,05/01/14,48.525,-122.925,8.83
Fisherman Bay,05/02/14,48.525,-122.925,9.59
Fisherman Bay,05/03/14,48.525,-122.925,9.25
Fisherman Bay,05/04/14,48.525,-122.925,9.25
Fisherman Bay,05/05/14,48.525,-122.925,9.4
Fisherman Bay,05/06/14,48.525,-122.925,9.35
Fisherman Bay,05/07/14,48.525,-122.925,9.18
Fisherman Bay,05/08/14,48.525,-122.925,9.34
Fisherman Bay,05/09/14,48.525,-122.925,9.33
Fisherman Bay,05/10/14,48.525,-122.925,9.03
Fisherman Bay,05/11/14,48.525,-122.925,9.51
Fisherman Bay,05/12/14,48.525,-122.925,9.51
Fisherman Bay,05/13/14,48.525,-122.925,10.15
Fisherman Bay,05/14/14,48.525,-122.925,10.51
Fisherman Bay,05/15/14,48.525,-122.925,10.72
Fisherman Bay,05/16/14,48.525,-122.925,10
Fisherman Bay,05/17/14,48.525,-122.925,9.91
Fisherman Bay,05/18/14,48.525,-122.925,9.9
Fisherman Bay,05/19/14,48.525,-122.925,10.08
Fisherman Bay,05/20/14,48.525,-122.925,10.81
Fisherman Bay,05/21/14,48.525,-122.925,10.06
Fisherman Bay,05/22/14,48.525,-122.925,9.93
Fisherman Bay,05/23/14,48.525,-122.925,10.19
Fisherman Bay,05/24/14,48.525,-122.925,10.36
Fisherman Bay,05/25/14,48.525,-122.925,9.54
Fisherman Bay,05/26/14,48.525,-122.925,9.88
Fisherman Bay,05/27/14,48.525,-122.925,9.88
Fisherman Bay,05/28/14,48.525,-122.925,9.84
Fisherman Bay,05/29/14,48.525,-122.925,9.88
Fisherman Bay,05/30/14,48.525,-122.925,9.5
Fisherman Bay,05/31/14,48.525,-122.925,9.97
Fisherman Bay,06/01/14,48.525,-122.925,10.4
Fisherman Bay,06/02/14,48.525,-122.925,10.67
Fisherman Bay,06/03/14,48.525,-122.925,10.82
Fisherman Bay,06/04/14,48.525,-122.925,10.93
Fisherman Bay,06/05/14,48.525,-122.925,11.87
Fisherman Bay,06/06/14,48.525,-122.925,11.41
Fisherman Bay,06/07/14,48.525,-122.925,12.87
Fisherman Bay,06/08/14,48.525,-122.925,12.4
Fisherman Bay,06/09/14,48.525,-122.925,12.44
Fisherman Bay,06/10/14,48.525,-122.925,12.38
Fisherman Bay,06/11/14,48.525,-122.925,11.02
Fisherman Bay,06/12/14,48.525,-122.925,10.83
Fisherman Bay,06/13/14,48.525,-122.925,10.97
Fisherman Bay,06/14/14,48.525,-122.925,10.99
Fisherman Bay,06/15/14,48.525,-122.925,10.24
Fisherman Bay,06/16/14,48.525,-122.925,10.79
Fisherman Bay,06/17/14,48.525,-122.925,10.55
Fisherman Bay,06/18/14,48.525,-122.925,11.29
Fisherman Bay,06/19/14,48.525,-122.925,10.54
Fisherman Bay,06/20/14,48.525,-122.925,10.48
Fisherman Bay,06/21/14,48.525,-122.925,10.61
Fisherman Bay,06/22/14,48.525,-122.925,10.63
Fisherman Bay,06/23/14,48.525,-122.925,10.39
Fisherman Bay,06/24/14,48.525,-122.925,10.37
Fisherman Bay,06/25/14,48.525,-122.925,10.58
Fisherman Bay,06/26/14,48.525,-122.925,10.47
Fisherman Bay,06/27/14,48.525,-122.925,10.58
Fisherman Bay,06/28/14,48.525,-122.925,10.49
Fisherman Bay,06/29/14,48.525,-122.925,10.5
Fisherman Bay,06/30/14,48.525,-122.925,10.37
Fisherman Bay,07/01/14,48.525,-122.925,10.98
Fisherman Bay,07/02/14,48.525,-122.925,10.68
Fisherman Bay,07/03/14,48.525,-122.925,10.95
Fisherman Bay,07/04/14,48.525,-122.925,10.67
Fisherman Bay,07/05/14,48.525,-122.925,10.75
Fisherman Bay,07/06/14,48.525,-122.925,10.73
Fisherman Bay,07/07/14,48.525,-122.925,11.41
Fisherman Bay,07/08/14,48.525,-122.925,12.26
Fisherman Bay,07/09/14,48.525,-122.925,12.8
Fisherman Bay,07/10/14,48.525,-122.925,12.02
Fisherman Bay,07/11/14,48.525,-122.925,12.71
Fisherman Bay,07/12/14,48.525,-122.925,13.1
